text,group,sentiment
@user Citizens are confused on Yakub undoubtedly he is a traitor and 2nd is he is traitor turned informer .... let RAW win.,tweets,negative
Getting quite the James Bond education while eating Thanksgiving leftovers makes for a much better Black Friday than shopping would be!,tweets,positive
I wionder if HISD has school tomorrow.. I want to visit my elementary school :3,tweets,neutral
"""Support Local Business! This Sunday is National Ice Cream Day, why not escape the heat and celebrate with our...",tweets,positive
You know Kim Kardashian may be known for her sex tape but lets admit that woman has done something. And yes she...,tweets,positive
"""Brush picks Shaker off, but then Shaker returns the favor, picking off Brush. Still 13-7 Brush in 3rd Quarter.""",tweets,neutral
@user When Nicki see Miley Sunday:   the accuracy,tweets,neutral
"@user Good evening Briana, I wish you a good Tuesday and an excellent Christmas Eve :-)""",tweets,positive
Wale's content may have similarities to TPAB's but the difference is Kendrick executes it EXTREMELY better,tweets,positive
I hate @user right now. How dare you pick Tom Brady in the 4th round.,tweets,negative
"@user Good Morning Happy Saturday Miss Briana. Hope you are having fun wherever you happen to be. Thank you for being you,always.""",tweets,positive
Ahm this does not excuse Muslims killing millions all over the world though. Don't get excited,tweets,negative
"""Just one day left to the #EXPOCamp! See you tomorrow 10 am, at @user in Milan: we can't wait!",tweets,positive
Thank you friends! Dancing with Chervona at the Polish Festival last Saturday.,tweets,positive
"""If Justin and Shawn don't unite tomorrow I will kill myself it's been too long, how have they not met yet""",tweets,negative
I know more about Islam than a lot of Muslims mate. And I've lived with Muslims and seen ISocs at universities.,tweets,neutral
@user wall to wall people on the platform at South Norwalk waiting for the 8:08. Thanks for the Sat. Sched. Great sense,tweets,negative
prediction: Despite what has been reported\u002c Kaboul will make a miraculous recovery and will play in the North London Derby on November 17th.,tweets,positive
@user @user wrong. US may get a paper with Iran's signature and Kerry may get hopeful hug from Zarif.All depends on Khamenei lol,tweets,positive
Shame it's Rugby saturday &gt; POWERSLAVES - A tribute to Iron Maiden,tweets,neutral
To all the people who will buy Go Set a Watchman tomorrow:  go buy/read To Kill a Mockingbird instead,tweets,negative
@user welll im probably going to see justin bieber in october and except for that nothing much wbu?,tweets,neutral
"@user #isitok that 'potato' was screamed at Irish golfer, Paul Dunne, while he was about to take a shot on the 18th? #wanker""",tweets,neutral
September 23rd last day at Dunkin... September 27th I'm out of SW Wisconsin..,tweets,neutral
I don't know who but someone is partying with fat Thor tomorrow,tweets,neutral
Brewers Video: Ryan Braun hits 25th HR of season as 6-game win streak ends with 6-3 loss against Reds (ESPN),tweets,neutral
I had to march to get MLK day as a recognized holiday in Greenville\u002c mind you I 16yrs old when I did it!,tweets,neutral
Minecraft still down. I will try again tomorrow! Sorry guys I know you want it back and so do!I! Till then xoxox,tweets,positive
Who's going to Zac Brown Band Aug 16th? Trying to decide if I want to go!,tweets,neutral
"@user Do it! With all the shade, it's the perfect summer outing. Plus the penguins, lions, bears, wolves... were all very active today.""",tweets,positive
"""And tomorrow Nicki is going to be seen as """"a raging angry black women"""" for calling Miley out of something that she is GUILTY for""",tweets,negative
Last day of BCA tomorrow. -Lori of off say yes to dress has breast cancer. :(,tweets,negative
@user I wanted you to know that here in Argentina is going to make a directioner fest 10 November te Amo TE AMO te amo!,tweets,neutral
So I was at Dunkin and this idiot messed up my order 4 times then he said he wasn't giving me my order the 5th like what the hell he stupid.,tweets,negative
"@user Sorry to hear that, Naruto.  Hopefully things will turn around for you very soon.  And good luck with 1st semester!""",tweets,neutral
The scene outside on Crumlin Road as traffic is searched by the RUC after the escape by nine IRA men on 17 Nov 1971,tweets,neutral
"""I had a bad feeling the 1st time I heard """"will be greeted as liberators."""" Also, you forgot Saudi Arabia.",tweets,negative
Tomorrow is my last day at dunkin after 3 years.. Bittersweet,tweets,positive
Localiez Magazine Sep/Oct Issue featuring the Bachelor's Jessie Sulidis is up and ready to be read! Have a puruse...,tweets,positive
Thursday 17th (otherwise know as Star Wars Day) we will have Christmas parties in the afternoon.Pupils should arrive in uniform then change.,tweets,neutral
one time in the 7th grade I wrote Niall is daddy on my hand &amp; my teacher was yelling at me to show him what it said &amp; I licked/rubbed it off,tweets,neutral
TV show ratings: Mr Robinson bows out steady with its finale on Wednesday: Big Brother drops from i... #festivals,tweets,neutral
#Halifax #Students are you ready for some FREE HOT YOGA? Sept 13 - 19 enjoy one free week of sweet sweaty goodness.,tweets,positive
@user Lifting up the people affected in those areas\u002c especialy in NY and in NJ. May they experience God\u2019s holding them close to His heart!,tweets,positive
#WednesdayWisdom from the old @user Alsip Sign: Do it now\u002c since it will be yesterday tomorrow.,tweets,neutral
Wish I could make that trip to Athens on Tuesday @user,tweets,positive
Off to Anfield on Sunday for LFC vs Newcastle with @user #excited,tweets,positive
Ryan Braun was a late scratch from Monday's game with lower back tightness.,tweets,neutral
"""Just keep watching Brock Lesnar and Undertaker going at it on Monday. Absolutely brilliant! That's what went missing in the """"new era"""" #Brawl""",tweets,positive
What's up this Thursday?! @user makes her appearance on the new hit show #TheNextCW on the CW Network! #KCru,tweets,neutral
"@user and I once sat in a Walgreens parking lot attempting to sing Mariah Carey's ""My All"" and probably scared the neighbors",tweets,neutral
@user Oct 17 it will be mostly dead but mostly dead is still a little bit alive!! (Billy Crystal the princess bride),tweets,neutral
Had a look at the weather forecast. 270k tomorrow in abysmal weather. Dusted off my 5h Foo Fighters playlist. 10-day lethargy ends now,tweets,neutral
Thinking about this Cowboys vs Colts game in December,tweets,neutral
"""First song i luvd by the boys: Moments, 2nd: Up All Night, UAN Album comes out: I Wish, Save You Tonight, Stole My Heart, Now: CANT CHOOSE!""",tweets,positive
"""Dr Joe will kick off his Australian Tour with a lecture at The Conscious Club in Sydney, Australia, Thursday, May 17!",tweets,neutral
Sad to hear the passing of Frank Gifford . Always enjoyed him on Monday night football.,tweets,positive
@user Are you going to the Red Carpet on Thursday?,tweets,neutral
If this doesn't motivate u on a Monday morning then idk what does,tweets,neutral
Ghost Rider will be joining MVPC tomorrow afternoon. He\u2019s blind\u002c but we\u2019re hoping its just cataracts.... Ghost is...,tweets,neutral
We're looking forward to hearing the result together - 12.30pm Friday at Thor's Tipi on Parliament St - find out with us!,tweets,positive
"""The Sun's back page story by Apollo Gees. Trying to find him on Twitter but having no luck, can anyone help? Was he part of the Bee Gees?""",tweets,neutral
Barely going to sleep after watching #dexter all evening! I love this show!,tweets,positive
Janet Jackson cream you know it unbreakable Janet Jackson Minneapolis live November first target center Minneapolis,tweets,positive
RT: TV show ratings: Rookie Blue dips to a new low on Thursday: Big Brother and Under the Dome hold t... #xfactor,tweets,neutral
Boko Haram leader Shekau says he is alive He may be lieing,tweets,neutral
"""Watching jiujitsu matches all day long, getting ready for Sunday!""",tweets,neutral
NEWS: Bookmaker Paddy Power\u2019s \u2019lucky pants\u2019 make an appearance at Chisora weigh-in ahead of Saturday\u2019s... #pr #prjobs,tweets,neutral
"""Mehdi Hasan enraging Twitter on a Sunday? C'mon, at least give us a day off.""",tweets,negative
"""Hulk Hogan Retweets a Blaring Statement About President Obama and the N-Word (But, Hulk is a BITCH!)  via @user",tweets,negative
"""Brantley Gilbert, Jason Aldean, Kenny Chesney, and Cole Swindell - Saturday night. Two tickets. Anybody interested in getting the other?""",tweets,neutral
"""Federal Reserve sticks with stimulus: The Federal Reserve made no major policy changes Wednesday, de... #sanantonio""",tweets,neutral
Overheard: being gay at church on sunday - me: now back to this bitch who had a lot to say about me during...,tweets,negative
"@user congrats on the book, invites to add value from HR. Any thoughts you may share about internal communications in Google?",tweets,positive
I may have a massive love-hate relationship with Hannibal but Bryan Fuller's heart has always been in the right place.,tweets,positive
Ant-Semites unwittingly aiding #Israel: Turkey's severing of ties helped Israel  get training it may need vs. Iran,tweets,neutral
it doesn't matter that iona doesn't have school tomorrow because 1. i hate school 2. we don't have snow days,tweets,negative
"""Hey Minnesota, Wisconsin or Iowa....we're wide open on August 19th & 20th on the route back from Minneapolis.  If...",tweets,positive
Imma cry if Cena win the WWE Title this Sunday. There is no way he should tie Ric Flair's record for most world title reigns,tweets,negative
@user @user yet you dont focus on issues of the 1st amendment. You drag out every thing you can bash about Christians.,tweets,negative
You may think you\u2019ve tried them all but I\u2019ll bet you haven\u2019t tried taking on The Challenge...   Stop wasting time...,tweets,positive
@user Are you counting down the days till August 29th?? I know I am! Tha Carter IV is going to be #epic!,tweets,neutral
anyone else getting Matched 3rd party content on old Minecraft videos recently? when you play back the spot they claim theres no music?,tweets,neutral
Remember the midterm elections? Remember the Wisconsin recall? Just wait for next tuesday.,tweets,neutral
"@user Coming down to Arsenal v Hull City tomorrow, do you welcome away fans?""",tweets,neutral
Tomorrow morning is going to come really fast for class but yet I'm still watching Netflix because college,tweets,neutral
"@user Happy Friday, Briana! If I may ask, how does writing a book feel to you? *mini-research going on* :D",tweets,positive
"@user Tell us abou the teenagers Saudi Arabia is chopping heads off. C'mon, peope want to know.  #BoycottSaudiArabia""",tweets,negative
\u2019Really good day\u2019 as Danica Patrick finishes 10th at Kansas Nationwide race - NASCAR News | FOX Sports on MSN...,tweets,positive
Excited about @user for Mac...November 8 can\u2019t come soon enough! Clear for iOS + Mac = minimalistic todo list nirvana.,tweets,positive
"@user  Ah, in NZ it's Labour Day (last Monday in Oct). Besides I figured it's a bit warmer in Bendigo than Melbourne. We shall see.""",tweets,neutral
Haven't read To Kill a Mockingbird in years. That may be a good thing for when I read Go Set a Watchman. Might make it less heartbreaking.,tweets,neutral
FM Preview: West Bromwich Albion v Reading 22 Sep 2012 - FootyMad attempt to assist you with their form guide as Wes...,tweets,neutral
if u could just like send good vibes for me to be able to meet shawn on Saturday and win the contest that would be so cool thank u love u:(,tweets,positive
"""#Brewers Ryan Braun went 2-for-5, left on base four times and hit his 23rd double of the season. #MLB""",tweets,positive
"""RT @user Awaiting update on Mikel Leshoure's injury. But so far, WR Titus Young is the only one of the Lions top three picks in ...""",tweets,neutral
@user so you personally don't have the right to say any sort of shit about them. a few immature ones may comment rude shit on briana,tweets,negative
Feet First has #PrincetonTec headlamps! Hope to so you all at the Young Life 5k Saturday.,tweets,positive
Here's your chance to meet Jim Rogers and Milk Bellafiore this coming Saturday! I have got the Platinum VVIP...,tweets,positive
After sunday and wednesday\u2019s game I\u2019m happy with Chelsea style of playing it has improved from last season :D bring on Swansea #sfc  #cfc,tweets,positive
Zayn just may be in London. Spending time with the fam before he makes the move to LA,tweets,neutral
Every Saturday is St. Patrick's Day at Welsh Road with Live Irish Music! BALLINA today w/ $3 Guinness Pints from 3-7,tweets,neutral
Soo pissed had a crazy day at work and I totally forgot it's October 3rd fucking Aaron Samuels!,tweets,negative
"@user cause ur cool since BAMA, Mark! Awesome! Roll Tide + watching you every Sunday! God Bless! RTR!""",tweets,positive
@user well I hope you turning up on the weekend . Cause I get to york on the 16th (:,tweets,positive
The White Sox really are in no-man's land.   4.5 games back in the 2nd Wild Card 1.5 games from a protected 1st rd pick,tweets,neutral
Super Saturday was a blast!! What classes did you try?,tweets,positive
Is it tomorrow night yet? I'm ready for David Wright.,tweets,positive
"""Green Bay Packers at the ESPY Awards: July 11, 2012 3 of my favorite people !""",tweets,positive
@user Maybe january you go to milan...See you!!,tweets,positive
Wendy Williams sat there and literally made transphobic comments about Caitlyn Jenner and yet you don't see anything wrong??,tweets,negative
"@user Lexus, Infinity, something sporty I'm thinking. You're starting the new person tomorrow?",tweets,positive
"""Eric Adelson with the slam: \""""""""(Flacco) looked more like Blaine Gabbert than Eli Manning on Sunday.\"""""""" #Ravens""",tweets,neutral
David Wright leading off the bottom of the 5th. Two walks so far tonight. Let's see more! #Mets,tweets,positive
I do not like Kanye west. Yes I may like a few of his songs but other than that he's an idiot,tweets,negative
Next Thursday is going to be the greatest day ever! Both my teachers already cancelled class and Tom Brady leads the Pats out of the tunnel,tweets,positive
"""Islam teaches us to spread love and peace. We meet a stranger and you say """"May the peace,  mercy and blessings of Allah be with you"""".""",tweets,positive
RT @user Drop what you're doing this Wednesday night and come hang out with the GS AU crew at our Deus Ex preview event! ...,tweets,neutral
@user For sure! Tuesday noon ET live on UND.com ... #Irish and Nebraska ... I know you'll be tuned in!,tweets,positive
@user Then are you willing to eat meat during Eid and Christmas ? ek din meat kha loge toh mar nahin jaoge.,tweets,neutral
Charlie Puth and Sam Smith are giving me the same problem as Fall out Boy and Panic and the Disco in that they may be the exact same artist.,tweets,neutral
@user @user It's my uneducated opinion that Breaking Bad is the best show in the history of time.Hannibal might now be the 2nd,tweets,positive
Bearcats call first timeout of 2nd half. 3rd and 7 coming from Pitt 9. Gorillas lead 14-7 with 2:22 left in 3Q.,tweets,neutral
On 1 Nov: The Duke of Kent - President\u002c will attend the Mersey Weaver District Scout Council Presentation...,tweets,neutral
"""me and my sister told my mum we didn't get Justin Bieber tickets, and I've wrapped them up, and tomorrow we're gonna act like she got them""",tweets,neutral
@user Siiiiiii miiiija just gotta ask mi padres tomorrow morning:D,tweets,neutral
@user c'mon now that's unfair I'm sure it's just because his Mum forgot to put his shirt in the drier #griffithvotes,tweets,negative
Tomorrow is National Women's Day. Anyone doing any interesting day trips tomorrow on the public holiday?,tweets,positive
"""#soccer La Liga: Barca and Betis march on, Malaga held: Real Betis moved up to fourth in the ta... #soccernet #espn""",tweets,neutral
@user is the 1st to call a Black man a NIGGAZ &amp; Call Black Women BITCHES. Why? He SUPPORTS Planned Parenthood.,tweets,negative
I get to see Ces tomorrow!!!!! Best news since the hurricane. He better not forget his flashlight!,tweets,positive
"""Konta has started well, at least on her own serve. Murray has a big moment at 4-4 in the 3rd, down 2 sets. #USOpen""",tweets,positive
In case you forgot Panthers are horrible on defense. Pathetic. Ranked 27th against run and their top CB (Gamble) is out w/ injury. #Cowboys,tweets,negative
I just saw Jurassic World for the 7th time in theaters and yes it was worth every penny,tweets,positive
That scene with Ice Cube writing Friday solidified so many things for me and my writing.  Formal training is...,tweets,positive
See you SAT at Pacha Buenos Aires! Release Yourself Radio - Guest Mix From Anil Chawla by Roger Sanchez via #soundcloud,tweets,neutral
@user I want to see you guys at the #allentownfair on Sept 4 but not Eric Church.... #firstworldproblems,tweets,positive
It was nice of @user to break this news on a Sunday and not while I'm sitting at work like they did with Zayn. That was rude.,tweets,neutral
Even the Pope thinks Cameron is a douche,tweets,negative
@user @user Actually Todd here is starving for a theocracy; nothing new under the sun. Fox fans those flames. Easy to sell fear,tweets,negative
Flashback Friday to pre opening for @user Can't wait to do it all again September 10th for Jason Aldean!!,tweets,positive
I want to spend tomorrow drinking whiskey and listening to Foo Fighters,tweets,positive
I guess even Pandora knows Justin Bieber is a grown up... this is the 2nd condom ad they've played,tweets,neutral
@user +on March 8th it's the International women's Day.First day of May has the same holiday as you *yaaay*.Victory's day is on 09/05,tweets,positive
Dustin Johnson shoots himself out of lead at British Open: Dustin Johnson felt as though he played well Sunday but while everyone els...,tweets,neutral
Never been more proud of my non gaming girlfriend than when she beat the Asylum Demon on Dark Souls on her 2nd attempt!,tweets,positive
@user I grabbed Tom Brady in my snake league in the 10th and in my auction for $3. Then got his suspension lifted the next day! Wining,tweets,positive
David Otunga says Brock Lesnar is the best athlete to ever come out of Minnesota. I think we have the lead item for tomorrow's Livecast.,tweets,neutral
Kinda volunteered to work tomorrow night (technically tonight) hope they decide to work their shift cuz Ive actually got a lot to do today!,tweets,neutral
"@user What the what? Too out of it to google it now, will check in the morning, but sure, up 4 anything that isn't going back to SD.""",tweets,neutral
"""Hy-Vee Shoppers! We have a great deal coming on Thursday for you! Thursday, July 23rd is National Hot Dog Day. So...",tweets,positive
"""Had a little trip out to the old town of Albuquerque, could easily be Mexico or Spain! Off to Vegas 2moz should get there Monday morning!""",tweets,positive
Tickets now available for the MK Welcomes the Foo Fighters event with Trippah and Venus High Trap @user 4 Sep,tweets,neutral
@user interesting...I just got my PS4 today. We may have to link up at some point before you go back to the dark side!,tweets,positive
Ooer. My main squeeze is taking me to the cinema tomorrow to see Thor fight the whale.,tweets,positive
@user well i went maths on mon\u002c tues + wed but cba now youu? &nopee just town today and thats itt x_x,tweets,neutral
"""For those of you who may not know, Pattie Boyd was the first wife of George Harrison. Read her autobiography, """"Wonderful Today.""""""",tweets,neutral
"""Mumbai Times India seeks enhanced economic ties with Iran: Sushma Swaraj: New Delhi, Dec 29 : Exte... MumbaiTimes""",tweets,neutral
"""gym workout starting with Beyonce then Katy,Kylie and finally Bruno great start to the morning""",tweets,positive
Absolutely fantastic stuff from Paul Dunne today. Keep the dream alive tomorrow,tweets,positive
I just learned that July 19 is National Ice Cream Day. MUST CELEBRATE! Frosty Paws for ALL! (that's as close as I'm getting to ice cream),tweets,positive
Oh hell yeah I'm watching Naruto all day tomorrow this shit was interesting,tweets,positive
So that we may spend eternity with Him in Heaven . Planned Parenthood must be shut down Violence begets Violence . Respect ALL LIVES,tweets,positive
Talking about Janet Jackson...I can't wait to see her in February!  #UnbreakableWorldTour,tweets,positive
July 31- Aug 2: MAX (PG) &amp; MAGIC MIKE XXL (R) Mark your calendar now for the Labor Day weekend Dbl Dusk-to-Dawn. You won't want to miss it!,tweets,positive
Trynna go to IHOP but all my friends are asleep so I may just go by myself #WHENINDOUBTPANCAKEITOUT,tweets,positive
So excited for these upcoming shows! Its time to get HALLOWEIRD!   10/27(TOMORROW NIGHT) @ the Fox Theatre w/...,tweets,positive
"obama &amp; the pope are everywhere. theyre getting everyone accustomed to seeing their faces everywhere. when sunday law comes, it'll be normal",tweets,neutral
Tomorrow will be one year since I've seen/ met Shawn for the first time,tweets,positive
"you may be cool, but you'll never be eric church has a cup holder on his mic stand cool",tweets,positive
"""#teamfollowback La Liga: Barca and Betis march on, Malaga held: Real Betis moved up to fourth in the table after...",tweets,neutral
"""#Cold Saturday for the Kingdom @ Riyadh, Saudi Arabia",tweets,neutral
Cringed a few times during that interview on @user felt bad for Brock Lesnar. Summerslam is this Sunday by the way,tweets,neutral
Winter Storm Watch for portions of the WDBJ7 viewing area  until 8:00am Wednesday.,tweets,neutral
Yo if u don't vote Nov 6th for Frank Bolanos for Mayor of Doral....drop kicks and elbows to the face maa niggaa.,tweets,negative
"""Goodbye Herbet Lom - The Ladykillers, Spartacus, and A Shot In The Dark, that would make a great Saturday afternoon triple bill""",tweets,positive
"""Jason Aldean concert while working from home, I'd say it's a good Friday! #JasonAldeanTODAY""",tweets,positive
The Facebook IPO Players Club: Reid Hoffman: ... today Who he is: Reid Hoffman is probably best known to you an ...,tweets,positive
The Nats may have sucked again but now Messi is on TV and Colbert is back in an hour so it could be so much worse.,tweets,neutral
What the crap\u002c NBC? The Voice does NOT belong on Thursday nights. I need my 30 Rock\u002c Parks and Red\u002c and The Office. And I want #Community!,tweets,negative
a lot of guesses on my friday trivia. the correct answers are priest holmes and arian foster.,tweets,neutral
Migraine since Saturday & a blood vessel burst yesterday in the eye where it\u2019s located. Any more and I\u2019ll be rocking a Marie Colvin eyepatch,tweets,negative
As good as the fights were tonight I'm glad this one is over. One day closer to seeing Anderson Silva clown a massive Asian man #spidersense,tweets,positive
CT Fashion Week Presents the 1st Annual Riviera Expo   195 Front Street (Quinnipiac Riviera) New Haven CT....,tweets,neutral
*Overhears a conversation about John Cena* ARE YOU READY FOR THIS SUNDAY NIGHT WHEB JOHN CENA DEFENDS HIS TITLE AT WWE SUUUUPPPEERRR SLAAAAM,tweets,positive
"""WATCH: Cate Blanchett on Carol, The Universality of Love, Chemistry with Rooney Mara: Friday, No... via @user",tweets,neutral
Was gonna see Inside Out again tomorrow but I found it a bit disappointing so we'll probably watch Ant-Man again,tweets,negative
@user I'll be in Bilbao for few days from tomorrow. I'd like to book for two for the first of nov dinner. Possible?,tweets,neutral
@user that\u2019s what I like to hear! Friday is my margarita day,tweets,neutral
"""Tomorrow is my day! National Hot Dog Day! Here's where to get a free hot dog, via @user",tweets,positive
Peter Broderick has been added to the Roskilde festival program tomorrow. Don't miss it. Gloria at 15.00 #rf12,tweets,positive
White Day... One month after the Valentine Day\u002c March 14th... It\u2019s a romantic day! XD,tweets,positive
"@user yes, not cruising from fallston though. I'll get something from Dunkin set up . Sunday 8:30, out by 9, be there about 10:15""",tweets,neutral
@user I want April to Live to see SHARKNADO 4! #AprilLives,tweets,positive
Dana White is about to make bank this Saturday,tweets,neutral
1st country in the world to adopt multiculturalism. Here is the country that did it some 2500 years ago ... Iran,tweets,positive
@user IRA parade walked past my flat last Sunday with hunger striker &amp; internment banners. Clear enough? @user,tweets,negative
"""Here comes Randy Orton, the inanimate object Rollins mentioned in his flubbed promo last Monday.""",tweets,neutral
Y\u2019all be sure to download that YeHive app on Friday too. We\u2019re trying to put MSU and Starkville on the map.,tweets,neutral
"""Mark Martin qualifies 3rd at Charlotte. Giddy about racing still says \""""""""When I stop racing I will still compete\""""""""",tweets,neutral
@user That's very kind... Thank you &amp; Merry Christmas! May the Light of G-d always shine upon &amp; protect Israel!,tweets,positive
"""Murray with another huge 1st down run, 26 yds""",tweets,positive
Check out Friday's Interview with Singer Jessica Clemmons of Jess And The Bandits and Performer and Yoga Teacher...,tweets,neutral
@user and you think the sun shines of out Tony Blair's ass....you are no better than a paid shill,tweets,negative
Caitlyn Jenner on Ellen: I've got my 8th grandchild ready in the Oven. I automatically thought of The Visit. LOL,tweets,positive
We sat down and played a little game with The Vamps (velociraptors may have been involved),tweets,neutral
The second to last paragraph about the aims of the protests was interesting- a lot is not about Monsanto at all,tweets,positive
@user It was not until the IRA took the troubles from Belfast to the City of London that we really sat down with Sinn Fein . . .,tweets,neutral
Late Night Funny #1: Ohio Governor John Kasich became the 16th Republican to announce that he is running for p...,tweets,neutral
@user  @user they won la liga in 94 and got to euro final in 94. They were 2nd best team in world. Milan were just the best.,tweets,positive
"""RT @user Come to \""""Boot Ride & Rally with Sons of Anarchy & Navy SEAL Marcus Luttrell\"""" Today from 3:30 pm to 6:30 pm. Ride... ht ...""",tweets,neutral
@user So? They put Tebow in the top 100 and a fucking fullback in the top 100.  BTW Ray Lewis was 3rd on the overrated thing. Yup...,tweets,negative
"""Excellent FREE program on Sun., 1/10 at @user -- he's been to Iran (and 110 other countries). #RiverForest",tweets,positive
If Dontari Poe runs the 40 .3 slower at the NFL Combine\u002c he\u2019s maybe a 2nd round pick. Nice work #Chiefs.,tweets,positive
"""Turn up the music, cause the sun just came up #HotOfTheWeek Demi Lovato""",tweets,positive
I wish the best of luck to the boro football players and hope they kick butt Saturday for shaun #WinItForShaun,tweets,positive
"This just in, new car show on Amazon Prime to be called ""2nd Gear""! Cheers to @user and company!",tweets,positive
"""Looking forward to ring in the new school year @user for Aladdin...UNC Memorial Hall, Sat Aug 27th 6:30""",tweets,positive
what people? Just Kim 8 fans? Lol girl that mixtape died with her unborn baby. We all know she use Nicki for promo.,tweets,negative
"""Week 1 NFL story lines: Steelers and Ravens, together again: Beyond the Packers-Saints opener Thursday, the high...",tweets,neutral
"""News: Sydney, July 19 (ANI): Australia's young fast bowling spearhead James Pattinson has said that he is quite happy to concentrate ...""",tweets,positive
@user Dr Mohamed Morsi announced as Egypt\u2019s 1st elected President after the glorious 25th of Jan Revolution. Congratulations to #Egypt,tweets,positive
Monday night raw tell about for the business of you john cena and no seth Rollins I want Bri bella and nikki Bella you have no class let's l,tweets,neutral
"""Super Eagles coach, Sunday Oliseh, has pleaded not to be compared with Bayern Munich coach, Pep Guardiola,...",tweets,neutral
Seth Rollins going all in thinking the nose may have been Cena's horcrux. #RAW,tweets,neutral
Done work for the week\u002c seeing Rush tomorrow in buffalo\u002c then playing with Plan B at Brydens in Milton sat for the Halloween bash. Wooo!,tweets,neutral
"""Curtis' Morgan Weaver with a great look, but deflected by keeper, rolls just left of the goal post in 6th minute.""",tweets,positive
Omg! I just want to run my fingers thru Michael Easton's gorgeous hair! Watching Friday's #GH.,tweets,positive
Dunkin will be the love of my life tomorrow,tweets,positive
Sam smith just came on. I sat down. I will not rave to that guy,tweets,negative
One Night like In Vegas I make dat Nigga Famous,tweets,positive
Tomorrow night it's The Bee Gees at #cabaretsupperclub  gonna be a brilliant night!,tweets,positive
@user so the 12.0 for IOS will be out tomorrow correct??,tweets,neutral
Dan Tyler comes right back with the Vikings 3rd goal of the half,tweets,neutral
If Alabama loses to LSU on Saturday\u002c the BCS Championship Game could be played without an SEC team via @user,tweets,neutral
Alpha Sigma is partaking the Walk to End HIV on October 25. Please support our efforts by making a donation.,tweets,neutral
. @user 4A boys soccer playoffs on Saturday: Wilmington New Hanover at Garner with a 5 pm start confirmed,tweets,neutral
I might wear my Nike slides tomorrow just for that tweet,tweets,neutral
#BeyDay fun fact: Beyonce swept the hair off the floor of her mother's salon for her 1st job. #HumbleBeginnings,tweets,positive
"I am assembling an epic Pancake Posse for an IHOP run on Thursday and YOU DON'T EVEN KNOW HOW EXCITED I AM.   ...well, you might know now.",tweets,positive
Phinsider Week 8 Picks: Thursday Night Football continues tonight with the Tampa Bay Buccaneers facing the Minne...,tweets,neutral
Game Day.. Arsenal Ladies vs Turbine Potsdam.. Champions League Last 16 1st Leg.. Get down and support the Gooners..!! #UWCL #ALFC,tweets,neutral
@user aren't you that dentist from Seinfeld. Have you been in anything else I may have seen?,tweets,neutral
@user @user @user Great questions &amp; answers. Those there got to see the 10th Amendment Rick Perry we all love!  #Perry2016,tweets,positive
Jungle Island makes good on $2 million payment: Jungle Island made good Wednesday on its promise to the Miami Ci...,tweets,neutral
@user Also you didn't include the Maccabi - Emporio Armani Milan game at MSG on 4th...,tweets,neutral
going to london tomorrow for 3 days! also i shall be seeing imelda staunton live in sweeney todd.. #EXCITED,tweets,positive
"Yea, just play for U21 when the club asks, u may had won a lot wit Barca but that is past, tis is Unitedddd(Spartaa)",tweets,neutral
I think i may be wasting my time with them...So i will just leave it alone but what comes around goes around...Karm is a BITCH,tweets,negative
"""Eid was on Sat.&amp; #BajrangiBhaijaan is Salman Khan's Film with No-Action,Good WOM. Only Monday(if not low)&amp; Tuesday BOC can make things clear""",tweets,neutral
"Spent my Labor Day beating @user in Mario kart for the first time &amp; getting halfway done with Harry Potter series, best Monday ever!",tweets,positive
Just went to dunkin donuts for the 1st time,tweets,positive
"@user Sun goes down below the horizon at 1557, you then should get 15-30 mins of twilight depending on where you are.""",tweets,neutral
Only reason im excited for tomorrow is the AC/DC concert,tweets,positive
"@user Justin's girl, lost the baby!She was due the 20th... And then placenta had burst inside of her, and the baby wasn't receiving air",tweets,negative
"@user Piper's Pit, Sun Dome in Tampa. Hulk Hogan accepts the challenge from Andre the Giant for WMIII! I was there! #unforgetable""",tweets,neutral
Home base Super Eagles having their first training with coach Sunday Oliseh and his assistant Francois,tweets,neutral
2nd break point for Murray! Will he take it?,tweets,neutral
"@user @user @user 2nd to Kendrick in terms of lyrics. If he was more well known and could get better production, his""",tweets,positive
Murray been broken in the 3rd. Unreal. Straight sets loss would make my day,tweets,neutral
"""RT @user Elvis Presley's 34th death anniversary is on Aug 16. Shammi Kapoor, the man they often called India's Elvis Presley""",tweets,neutral
"""Tomorrow is the out of Steal My Girl, next day, out of WWAT film, the next day,,, I'm gonna DIE because of excitement...""",tweets,positive
"""Almost Friday, which means it's almost Jason Aldean time! @user #3years""",tweets,positive
"Let's be honest, Hannibal may be many things but he's not a rapist which disgusts me more than killing, cannibalism &amp; everything else.",tweets,neutral
Frank Ocean must be going through se hard times :/,tweets,neutral
"""Kris Bryant was back in the Cubs' lineup and ready to play before Monday night's rainout in Pittsburgh, but his...",tweets,neutral
@user Was a Nokia N9 left behind at tonight's seminar at St Johns? In the rush to leave I think I left mine behind.,tweets,neutral
Missing D.C... But it's ok... I'm seeing Ed Sheeran on Tuesday... That makes everything better.,tweets,positive
currently trying to learn all the words to Calibraska so I know them for the show in November #CalibraskaEP,tweets,neutral
"""He is the God of Abraham, Isaac n Jacob - Israel! He's alive... then who is Israel? u may ask?""",tweets,positive
