"text","sentiment","group"
"tweets Jay-Z is the 2nd Most Overrated Rapper of All-Time behind Drake","negative","tweets"
"movies when it comes out on video , then it 's the perfect cure for insomnia .","negative","movies"
"restaurants I enjoyed the tiki masala. The service was friendly. Not the most kid friendly, but we made it work. I liked the presentation of the food, but it seemed a little expensive for what you get.","neutral","restaurants"
"movies it 's a day at the beach -- with air conditioning and popcorn .","positive","movies"
"tweets You know you Gucci &amp; Lauryn hill &amp; a bunch of other ppl are here on September 12","neutral","tweets"
"restaurants So sad that I have to give this place only 2 stars.  We stayed Sunday though Tuesday and I must say, for being a five diamond resort, it did not impress.  The room was standard, they need to upgrade the tv to a flat screen, the ac never got cold enough.....and now here is the kicker....the BED WAS DIRTY! We pulled down the sheets at the end of the night and low and behold, there were blood stains scattered throughout!  How disgusting is that???!!!  After notifiying housekeeping and the front desk, we were only compensated with $50 food and beverage credit!  \n\nAside from that, we requested a cabana, but the pool staff never called to correct phone number to tell us it was available and ready so we ended up leaving the pool area.\n\nHowever, the champagne brunch was fabulous! \n\nI am just hoping that our experience was just a fluke and that this type of service and experience is not the norm.  I have contacted corporate to advise them, but have yet to hear back.","negative","restaurants"
"restaurants So my buddy's wife accidentally knocked over 2 beers. The girl working the bar, Dawn, would not replace them. It was a complete accident. It's understandable that she did not believe me, however Vegas bars give away free drinks all night long. To bit replace our beers after an honest mistake is absolutely ridiculous. Dawn should have incorporated her manager to find the root of the situation and provide good customer service by offering to romance the beers. She did not ask any questions. She just said I could purchase more beers as a solution. No thanks. On to Monte Carlo.","negative","restaurants"
"tweets ""New Moto X, Moto G, 2nd-gen Moto 360 smartwatch: All about Motorola devices ... - IBNLive","neutral","tweets"
"movies bouquet gives a performance that is masterly .","positive","movies"
"movies jason patric and ray liotta make for one splendidly cast pair .","positive","movies"
"movies ... strips bible stores of the potential for sanctimoniousness , making them meaningful for both kids and church-wary adults .","positive","movies"
"restaurants We had an event that HAD to look, feel and taste perfect . Denise not only delivered that but added her own special hands on help on site. Perfect!","positive","restaurants"
"restaurants I have found my new favorite spot!!!  A little over one week new to the area and the word is out!   I have read the great reviews from the one they opened in the Henderson area and was eager to try this place out.  \n\nAs we walked in everything was a little overwhelming at first.  Since it is new they had greeters at the front ready to explain their concept and how it all works.  Its all pretty simple - Salad, Soup and/or Sandwich.  A combo includes your choice of 2 for $7.99.  This is similar to the Chipotle style assembly line thing where you tell the servers what you want and they will assemble what you choose.  There is an assorted number of fresh toppings to choose from-meats, cheeses, veges, pastas, nuts, fruits, croutons etc. Better ingredients than any salad bar I've ever been to.  They had a wide range of dressings as well as many fat free and low fat choices which I thought was fantastic!  So you can opt for their salads choices or you can build your own.  If you build your own salad they give your choice of 6 ingredients. You can also choose to add toppings to your soup for $.59.  They have many sandwiches to choose from.  The Ciabatta bread they use is fresh, soft and airy.  \n\nHere's a rundown of what we ordered:\n\n*Asian BBQ Pork sandwich - Very flavorful - BBQ sauce was tasty\n*Salad (create your own). Romaine with Sesame Ginger dressing (fat free & amazing flavor), chicken, ground cashews, feta, apples and croutons - this was my favorite overall\n*The Italian sandwich - BF really liked the flavor and balsamic spread it had\n*Roasted Red Pepper Lobster Bisque - was amazing with a little kick and lobster flakey chunks to compliment (I've been to steak houses that don't have this much lobster)\n\nEach combo came with bread and a chocolate dipped strawberry.  The drink section has your choices of \""syrups\"" to add to your soda.  Recommended recipes are written on the drink cups to give you an idea of how it works.  My BF did the \""rootbeer float\"" mixture - 2 squirts of vanilla to your rootbeer.  It was very tasty and was exactly to be expected.  I forgot to mention that had some amazing looking desserts but it was already enough food.  Maybe desserts to-go next time.  BTW you can get any of the food to-go.\n\nThe customer service was great.  We were nicely greeted by everyone we came in contact with.  Since its new everyone was on their A game and happy to be there.  I hope that continues.  The place was very clean (new still) and you can tell they spent a lot of time and money on the bright and vibrant d\u00e9cor inside and out.  Its very modern and open with plenty of seating.  They have the recharge bar-but I have no idea what that was about yet.\n\nAs we were indulging in our new found favorite food stop we were already planning on coming back the next day.  So as we drove up on Sunday our hearts sank - CLOSED ON SUNDAYS.  Wah wah waahhh.  Sad face.  No worries.  I intend to be back ALOT just not on Sunday..","positive","restaurants"
"movies adam sandler 's eight crazy nights grows on you -- like a rash .","negative","movies"
"restaurants If there's a word that I can use to describe Jerry and his company it would be \""integrity\"".  In the two years that I have had him work on my 1960's home he has not given me any reason to think otherwise.  He is very prompt to respond to my calls and can usually squeeze me in the same day if not the next day depending on how late I call him.  \n\nJerry is the type of individual who wants to provide his customers with the best possible outcome and if he feels like that is not possible he will let you know up front and honestly.  With that said, don't doubt his experience.  His experience as a contractor provides him with a great sense of the big picture.  \n\nFor example,  when I was remodeling my garage I had him come in and install some switches for me.  When he saw my undertaking he pointed out that my interior garage door that had been replaced many years ago was not to code (it wasn't fire-rated and was swinging in the wrong direction).  He referred me to a local guy he knew who gave me a great deal on a fire-rated door that now swings correctly.  This is not the type of service you typically get from your electrician.  \n\nI have a couple more big electrical projects on the horizon and you can bet I'll be calling Jerry.","positive","restaurants"
"restaurants The atmosphere was nice but the food was  overpriced.  Make sure you double check your bill, they add gratuity on 6 people and they don't let you know it's on the check.","neutral","restaurants"
"tweets @user Logically, one would extend dog day until tomorrow so that it coincides with National Ice Cream Day.""","neutral","tweets"
"tweets I don't want Rousey to be Captain Marvel! She may be strong enough but she's not pretty enough.","negative","tweets"
"movies a sly female empowerment movie , although not in a way anyone would expect .","positive","movies"
"tweets the only thing brighter than the sun is Niall's smile -my brother just made my day","positive","tweets"
"tweets A warm Thursday for CenLa with highs in the 80s for the sixth straight day. Natchitoches and Colfax led the way with 88.#KALB5","neutral","tweets"
"tweets ""Us Magazine Caitlyn Jenner Hits the Town in Tight Jeans, Minimal Makeup: Photo:  #news #May #Omg #NFB""","neutral","tweets"
"restaurants I echo all those who bemoan the acoustics and sound system at Gammage.  I'm sick of paying good money for shows but not being able to understand a single word.  The problem may be over-miking--if the sound wasn't quite so loud, the vocals wouldn't be so distorted.  Perhaps Gammage should consider installing a super-titles system like the opera.\n\nAnd then there are the bathrooms.  It is ridiculous that the largest seating area (the main floor) has only two one-hole handicapped bathrooms.  Over a year ago Gammage management promised to correct the restroom situation, but there's been nothing.  Obviously Colleen Jennings-Rogensack has her own private facility, as she certainly has no sympathy for the female theatre-goers.\n\nAll in all, I'd say Gammage is too big, too unwieldy, and a facility badly in need of an overhaul.  Perhaps it was Wright's joke on ASU.","negative","restaurants"
"restaurants I am very sad to say that I was disappointed with the food at Barrio Cafe. I ordered the carne asada tacos ($15.00 plate) and the meat was literally flavorless. \n\nBy the end of the meal, the bill for two plates of tacos and a couple of beers was just shy of $50.00. The best part of the whole meal was the bottled beer. \n\nI was really hoping to like this place because I just moved down the street and was looking for a cool neighborhood spot to start hanging out. Besides the extremely high prices and the extremely terrible food, the service was exceptional.","negative","restaurants"
"tweets Why is May Vaseline talking about Zayn like they're best friends?","negative","tweets"
"movies punitively affirmational parable .","neutral","movies"
"tweets Carnival Tomorrow! Wanted to rest but I don't think I could resist the temptation !","negative","tweets"
"restaurants Ok I am conflicted  I previously said I would never go here again...EVER. because the service was horrendous.   My friend placed a phone order, we were told the order would be ready at 7:30 so that is when we showed up to pick it up, however they had not even started putting the order together.  The worker had me pay first.  When the order finally came  I was asked to go through the bag myself to ensure I had everything I hd ordered.  Remember I did not place the order.  Isn't it a given they would have my order written down?  The worker was not rude but he was indifferent.    What is the point of phone orders if your not going to prepare the order until the person arrives and pays?\n\nThat said.  The food was REALLY good.   I just can't deal with bad service.","negative","restaurants"
"restaurants I've been to the San Diego branch and couldn't stop raving about it.  So the girls and I were very excited when we found out there was one on the strip = perfect way to recover from all the partying over the weekend.\nHow wrong we were.\n\nIncredibly long waits, even after we'd already been seated.  Waitress just seemed very harried with the crowd, so we were happy to chill, but really, 30min before we could even place our order was a bit much.\n\nFinally received our food and it was mediocre.  We ordered the corned beef hash, chicken and waffles, and french toast with the bananas.  Of the 3, the french toast was the only one that was decent, though the SD version was better.  \n\nPortions are definitely huge, so probably a good place to go when you're still buzzed (ie impaired taste buds) and have a serious appetite.","negative","restaurants"
"restaurants I really like Cibo. I've been here for lunch, dinner, and a special event at the \""Carriage House.\"" The food is really good. I prefer the sandwiches over the pizzas - especially the caprese sandwich.\nThey also had happy hour the last time I was there and the prices aren't amazing, but it's decent for what you get. I would skip the fried dough pieces. The fried rice balls are excellent, and the drink prices are really good.\nOh, and the little salad that comes with the sandwich is perfection. Plus, the weather is perfect right now and they have a large patio seating area.","positive","restaurants"
"tweets who\u2019s coming to the Marijuana March in Cardiff tomorrow? Support the cause #legalizeweed!","positive","tweets"
"restaurants I love this store, and love that it is so easy to get to.\nRight on 16th street in the heart of Downtown Phoenix.\nIt truly is the best place for supplies and authentic items.\nI love the Sage I get here. It is Truly awesome!\nThey have really cool movies here as well, independent films that are really hard to find. I wish that they rented them, but alas you must buy.\nThe staff is always helpful, You can find some really nice things here that you will not find anywhere else.\nPlus ,the price is very good.\nIf you are looking for a gift for someone that has everything I think this place is worth a look.","positive","restaurants"
"restaurants This is a decent pub but no longer a brewery and has not been one for years. The atmosphere is light and there are fun local facts and pictures posted around (extra star). The location is split into two sections with a restaurant above and a pub below. \n\nThat said, BEWARE their food or at least AVOID the fish and chips. \n\nI ordered a Bass ale with fish and chips to chase it down. The chips were not memorable. The fish, however, was...in a bad way. It was sweet! Sweet, battered fish. Previously, I couldn't have imagined such gustatory torture. Then I ordered fish and chips and was served what amounted to a FISH DONUT, with chips, and peas sloshing about. #FAIL.","negative","restaurants"
"restaurants I've been here a few times, and both times have had pleasant experiences with the waitstaff and ambiance.\n\nBoth times, I've only gotten sweet crepes for breakfast here.  They were quite tasty, with good presentation. However, I was kind of disappointed in the size of the serving for the price. I guess I look at crepes to France as tacos are to Mexico - inexpensive street food. \n\nI'll have to try some savory crepes - they look a bit bigger and more filling. The vegetarian selection isn't the greatest, though.","neutral","restaurants"
"tweets @user @user You mean the Caesars Palace where The Immortal Hulk Hogan won his 5th WWE Title at WrestleMania IX?","neutral","tweets"
"tweets Pussy nigga made the wrong decision now he 2nd guessing. Big Brother getting real.","negative","tweets"
"tweets @user Liam and Niall at the U.S. Open - September 2 -S #98-101","neutral","tweets"
"tweets Red delays new price anouncement till tomorrow 6PM. Sounds like they want to dig for Sony prices some more.","neutral","tweets"
"restaurants Very good food, smaller portions, but less is definitely more, because the quality of the ingredients is what makes up for the size, but then again you will not come out hungry. Very clean.\nThe service is great and family-like, the price was right and everyone loved it:\nFrom my eat-everything-super-spicy husband who ordered the pork with tofu and kimchee, to my picky 10 year old who ordered the spicy chicken.","positive","restaurants"
"restaurants Fantastic food - be sure to order Honk Kong Style Noodles ( pick desired protein ).  The dim sum is all great.  For dessert?  The flowing sand buns are hot, sweet, and better than almost anywhere else.\n\nParking is easy, but on Saturdays be sure to get there early.  It fills up fast and by noon the wait can be long. ( but worth it!)\n\nFYI - very kid friendly.  There are nice aquariums filled with fish, lobster, crabs, and clams.","positive","restaurants"
"tweets Love Friday :) Its @user Day with Heather to start the wkend :) These Dunkin' Donuts were AMAZING &lt;3","positive","tweets"
"movies the film is ... determined to treat its characters , weak and strong , as fallible human beings , not caricatures , and to carefully delineate the cost of the inevitable conflicts between human urges and an institution concerned with self-preservation .","positive","movies"
"movies it may ... work as a jaunt down memory lane for teens and young adults who grew up on televised scooby-doo shows or reruns .","positive","movies"
"tweets ""Bally Chuene had ads in the Sunday papers inquiring whether the building truly collapse or foul play,perhaps even Boko Haram? Your thoughts?""","neutral","tweets"
"restaurants This was the worst gyro platter I've had! The only reason to order from here is because they are open until 2am.\n\nThe gyro platter did NOT come with tomato or onion, the pita portion was 1/2 a pita cut into tiny slivers, we got 1 sauce, and the gyro was luke warm and clearly not off of a spiget (it was the frozen pre-cut kind... eww).\n\nI typically order the gyro platter from George's Famous Gyro (Miller and McKellips) and the gyro is hot and fresh and there is enough meat, pita, sauce and sides to feed 3 people - for the same price!\n\nDon't bother, this place is for college kids with late night munchies. period.","negative","restaurants"
"tweets ""RT @user Amanda Knox and Raffaele Sollecito return to court to continue appeal Mon, Sept 5th.Freedom is just around the corner kids!""","positive","tweets"
"restaurants The view is amazing. Straight up it's really cool.\n\nother than that I wasn't super impressed, the music was alright but the crowd was more late twenties which if you're on the early twenties side of the ball, esp as a guy, there's accessibility issues. I like XS more.","neutral","restaurants"
"tweets @user If I buy a Moto G (3rd Gen) from Moto Maker, will the 4G work in New Zealand/Telecom networks? (1/?)""","neutral","tweets"
"movies it 's the humanizing stuff that will probably sink the film for anyone who does n't think about percentages all day long .","negative","movies"
"tweets Goodnight\u002c Twitter. I will see you tomorrow- when everyone is done talking about the Justin Bieber concert.","neutral","tweets"
"restaurants I wouldn't say I know a lot about sushi. But  Sushi Fever is on my list of top sushi restaurant off the Las Vegas strip! They are always so friendly and patient when we arrive with big groups and make things complicated! \n\nThe sushi never has that \""fishy,\"" unsettling taste or smell, which is always a plus and screams FRESH! \n\nTheir list of speciality rolls is extensive and appeals to everyone's taste buds and their menus appeals to everyone, even those that don't like sushi. Double thumbs up for Sushi Fevs!","positive","restaurants"
"restaurants Let me start by stating that I don't have a lot of experience eating or preparing french food and some of the dishes and methods of french food prep don't really appeal to me, but since we were in Montreal, we wanted to eat at a french restaurant so we made a reservation at L'express based on Yelp reviews.\n\nWe skipped appetizers as none appealed to us although they served some really good bread.  For mains, I really decided to go french and had the hanger steak with fries (sarcasm).  It was really good; not a big thick steak like in states but thin and really tender and flavorfull.  Not sure how they tenderize or prepared it but it was very good.  My wife had the homemade raviolis which on this day were meat and mushroom filled, and served with some type of beef sauce.  They were really rich and tasty.  We split a chocolate tart for desert and that was good too.\n\nOverall we enjoyed our meal here.","neutral","restaurants"
"restaurants Good but Raising Canes chicken fingers are better IMO. Fries are the bomb!","neutral","restaurants"
"tweets @user smh I\u2019m just waiting on the black ppl to cuss me out tomorrow about Denzel lol NIGGAS!!!","negative","tweets"
"restaurants Food was good. We had the cheesy mac balls balls for appetizer. Entrees we had were buddha burger, 4th street tacos chicken, and 4th street tacos shrimp. \n\nPros- \n*food was good.\n*enjoyed the zoo animal artwork more than the service. \n\n\nCons- service was mediocre.\n*Asked for a Plantation Tea (Pineapple Ice Tea) and was charged for a $3.00 juice, and a $3.00 ice tea. Shocked... Probably cheaper to get a Long Island Ice Tea. If you order an Arnold Palmer, you probably have to pay $3.00 lemonade and $3.00 ice tea. \n*Food took about 30 minutes.\n*Appetizer came after the entrees.\n*Had to ask for more silverware.\n*Had to ask for more water.\n*Had to get up and pump my own ketchup at the food line! \n*Dessert was brought to the wrong table and not enough spoons to share. \n*Asked for three separate checks and every check was wrong. \n\nWould I come back? Probably not.","negative","restaurants"
"movies this is one baaaaaaaaad movie .","negative","movies"
"movies ` tadpole ' was one of the films so declared this year , but it 's really more of the next pretty good thing .","neutral","movies"
"movies but what is missing from it all is a moral .","negative","movies"
"restaurants Ancala Country Club is a pretty good track.  It is tight desert golf with a decent amount of sand/waste areas and arroyos on most of the holes.  Water only comes into play on the 9th and 18th as they hug a shared lake.  The par 5's are of pretty good length, and most of them have an arroyo about 290-300 yards down the fairway, so if you belt one out you could be disappointed.  The par 3's are good, two are about 160- 180 and the other two are 195-215.  \n    The course is surrounded by a ton of houses but most are a good distance away from fairways.  If you do not hit the ball with a decent amount of consistent accuracy, you will not have a good time on the course.   I hit driver on most of the holes but for the everyday golfer to enjoy it the course should be played using your head,  I can see people losing ten balls on this course if not played with some smarts.  \n     The course was in great shape and the greens were pretty fast, probably an 11 or 12 on the stimp.  All of the greens are contoured, but to be honest they are not too crazy.  The practice facility is good and the atmosphere is pretty relaxed, you certainly do not feel like you are at Bushwood from Caddyshack. The service is great and I saw the cart girl probably every 3.5 holes, very good.  I would rate this club probably in the high middle range for private courses in AZ.  I guess you could compare it to Talking Stick but I would say a course like the Boulders is just a bit better for courses around the area.  If you get a chance to play it I definitely would and I have heard that Jared Allen of the Minnesota Vikings is a member there.","positive","restaurants"
"restaurants We wanted to love this place but couldn't. We were so looking forward to lunch here on a recent visit to Tempe. Although we didn't have reservations, we were seated very quickly on the back patio (or we could have chosen to sit inside).  The problem is that it took what felt like forever to get our food.  We were hungry when we arrived, and were never even given a bread basket.  We waited at our table for our meals while four other tables near us received their food, finished their meal, and paid and left the restaurant. And I have to be honest, our food when it did arrive wasn't spectacular.  I ordered the Sugar Cane Shrimp Salad - about 5 medium pieces of shrimp, tasty but overcooked, on a bed of mixed greens with a fairly flavorless dressing.  That's it.  My daughter ordered a Salmon Salad that came with a hefty fried risotto cake, so I ate half of that.","negative","restaurants"
"movies animated drivel meant to enhance the self-image of drooling idiots .","negative","movies"
"tweets ""Poor @user 12th of 14 in baseball after a horrific 2014 YF&amp;F where he traded Tom Brady for Mike Glennon.","negative","tweets"
"movies its story about a young chinese woman , ah na , who has come to new york city to replace past tragedy with the american dream is one that any art-house moviegoer is likely to find compelling .","positive","movies"
"restaurants Nothing special and a bit out of the way, prob should lower the price a bit.\nHowever the ride is short, fast and sweet.","neutral","restaurants"
"movies schepisi , aided by a cast that seems to include every top-notch british actor who did not appear in gosford park -lrb- as well as one , ms. mirren , who did -rrb- , has succeeded beyond all expectation .","positive","movies"
"tweets Brewers offense continues to struggle. Ryan Braun accounts for only run with a 1st inning HR. It's a final from Miller Park. Cubs 4 Mil 1.","neutral","tweets"
"tweets ""Niki Lauda believes that without the benefit of hindsight, Sunday's Japanese Grand Prix was run the correct way....","positive","tweets"
"movies the pacing is deadly , the narration helps little and naipaul , a juicy writer , is negated .","negative","movies"
"movies we have poignancy jostling against farce , thoughtful dialogue elbowed aside by one-liners , and a visual style that incorporates rotoscope animation for no apparent reason except , maybe , that it looks neat .","negative","movies"
"restaurants Ok our server Yosef either is not paying attention or has ADD. simple order of 2 hamburgers with no cheese. Guess what! We end up getting 2 cheeseburgers. For $16.00 a hamburger, you would think the server could get it right.\n\nNow I am fair when a place is busy, but it was empty and he only had 2 tables to serve!\n\nOur server got his tables mixed up, by taking the order of 2 people that came after us. Plus he forgot to serve us water. He got the other tables right, but realized he fuc*ed up when he came to our table with a pitcher of water to pour in our glasses he never gave us! IDIOT\n\n\n2 hambugers with fries and 2 diet cokes! $42.16... McDonalds looked better after this experience.\n\nyou want to pay $16.00 for a hambuger, you better not mess up my order! \n\nOK! the meat was a good size! not a juicy buger, but a good burger. The fries were your typical standard size.Nothing on it but salt.\n\nBut the menu needed crayons to go with it. It was a piece of paper and the selection wasnt alot. For paying a high price, you would think u will receive a better menu selection.\n\nGuess the managers didnt want to make it difficult for the waiter!\n\nnever come back here!","negative","restaurants"
"tweets ""Thursday July 23rd is National Hot Dog Day!   What a better way than having one """"All the Way?""""","positive","tweets"
"restaurants I've been wanting to write this review for a long time. Every experience at Frank and Lupe's is pretty much the same so I think I can sum this up quickly.\n\nService: friendly but VERY SLOW, I wouldn't recommend coming here if you have somewhere to be after dinner. Slow to seat you, slow to serve you, slow to pick up your check.\n\nFood: I love the chips and salsa. The mole here is incredible!! The shrimp fajitas are good too, but inconsistent. And, I had a bite of my friends poblano cream chicken enchiladas -- the sauce was delicious but the chicken was bland. If you are looking for a good taco plate or enchilada with rice and beans...move along because the rest of the menu is bland-to-mediocre at very best. The last time I was there the beans were undercooked and the rice was flavorless. MOLE OR BUST! It might be the only thing worth coming for. \n\nSummary: The mole alone would get 5 stars but I realize it's not for everyone. Thumbs down for the service and the remainder of the menu (for the most part).","neutral","restaurants"
"restaurants Car wash and oil change store should cooperate a bit more for customers that want a wash and oil change.  I've tried this location a few times, trying to give them the benefit of perhaps a bad day but each visit has met with a poor experience.\n\nEVERYTHING is done al-carte, the restaurant, the car wash, the oil change, the convenience store won't work with the others, leaving you to stand in line four times if you are a glutton for that kind of poor service.  \n\nThe oil change shop is so worried about liability I have to question the honesty of the management., it seems to mee that they try to baffle customers with disclaimers and warnings, it's an oil change, not rocket-science.  \n\nI think this is my last try with Choice, you know the saying, \""fool me twice...\"".. time to find a better \""choice\""...","negative","restaurants"
"tweets 7:23 a young savage named suadonte wright was born \u002c I love you baby & may your soul rest<3333 I miss you donnnn !","positive","tweets"
"movies it has the air of a surprisingly juvenile lark , a pop-influenced prank whose charms are immediately apparent and wear thin with repetition .","negative","movies"
"tweets @user @user and if there had been no talking w/ Gerry Adams &amp; others from the IRA, there would be NO GOOD FRIDAY AGREEMENT.""","neutral","tweets"
"tweets Currently finishing up a brief musical history of the Bond films. Sam Smith's Writing's On The Wall just became the 24th Bond Song!","neutral","tweets"
"restaurants Directions from other yelpers were spot on.  We had no problem finding it.  \n\nWe lucked out with our timing because we were the only ones without pizza when we walked in.  Straight to the register and we went simple... 2 pepperoni slices and side of the house made pickled peppers (a must if they have it).  It was delicious and I would definitely go back.  If you appreciate pizza and the simplicity, it was spot on.  I wish I had more room to try other slices but I had been on a food fest since arriving.  \n\nAlso, it's worth it to come here just to check out the hotel.  Gorgeous!  Felt like I was in some NYC boutique hotel.  Of course the gambling area is like any other.  But the lobby and hallways and shops... it's worth it to come see a beautiful hotel.","positive","restaurants"
"restaurants The only thing good about this place is the neat cocktail glassware.  We were there for a private birthday party, and the only reason we even got to taste the food is because others at the table shared. It took a minimum of 20 mins (every time) to get a cocktail, hours to get food, and the place was empty! The servers were rude and obviously not there to please the customer. Although the couple of items we tasted were good, it's extremely over priced, the service is horrible, and the menu selection is scarce at best. I'm an AZ native, and although this restaurant has been here longer than me, we won't be back!","negative","restaurants"
"restaurants We have gone here in the past year four times and they are always out of ice cream. It doesn't matter the time of day. This last week we went to get ice cream and food. Ordered chicken tenders they were out. OK can we have four cheeseburgers no we are out of buns. Well what can we get, whatever you want. We just left after all that.","negative","restaurants"
"restaurants So happy to be able to delicious pies witbout chasing the truck around and its with short leash! Heaven!!!","positive","restaurants"
"movies ... begins with promise , but runs aground after being snared in its own tangled plot .","negative","movies"
"restaurants Lux is popular for sure - but it's not my cup of coffee.  Tough for parking, tight spaces on the interior as well and average products.","negative","restaurants"
"restaurants Pizza is their strength.","positive","restaurants"
"tweets @user In your defense\u002cmy love of Dickens\u2019 original may be regarded unnecessarily high in my eyes because of the history I have with it","neutral","tweets"
"tweets This Sunday at Nikki Beach Miami Legendary Oscar G once again bringing done the house! Last time we hit OVER","neutral","tweets"
"tweets Receiving an email from BAM in which Ice Cube and Ingrid Bergman were uttered in the same breath may have just made my day.","positive","tweets"
"movies the best movie in many a moon about the passions that sometimes fuel our best achievements and other times leave us stranded with nothing more than our lesser appetites .","positive","movies"
"restaurants *UPDATE*\n\nI went in to grab a red velvet cupcake, same as before, DRY, think about biting into a brand new dry sponge, that's exactly the way the cake felt in my mouth and not only that but I looked in the mirror and my mouth and teeth were all red....eeeewwww......No I did not eat the flower on top, this was from the dye added to the cake...somebody doesn't know how to make TRUE Red Velvet.\n\nI'll never go back here!\n-----------------------------------------------------------------------------------------------\n\n\nI Just noticed this tiny place peeking out of the strip mall today.\n\nIt's a really cute little Cake Cafe, my first clue was the name.\nUpon entering it smelled sweet, inviting comfy chairs, a few bistro tables a wall of gift items and A smiling host.\n\nI asked about the cupcakes in the display case, there were so many to choose from. Every fruit flavor and chocolate combo you can think of, only butter-cream frosting here though, No Whip Cream which is my Favorite. \n\nI decided on a Red Velvet and a Carrot Cake both with the cream cheese frosting. (see pics)\n\nThey were good. Nothing spectacular or out of this world, more ordinary and bit dry. I definitely blow her carrot cake outta the water, outta the desert for that matter. \nBut for $2 each it was a nice end to my earlier lunch.\n\nI don't know that I'll be rushing back, but if I'm desperate for dessert and am low on cash I can stop here and get my needs met.","negative","restaurants"
"tweets ""Undertaker may, in fact, be killed tonight by Brock Lesnar. #SummerSlam""","negative","tweets"
"movies dignified ceo 's meet at a rustic retreat and pee against a tree .","negative","movies"
"tweets Brock Lesnar vs Bo Dallas at the MSG show in October has been announced. It's like an early birthday present.","positive","tweets"
"restaurants Absolutely amazing view.  The place is gorgeous and the food was delicious.  Waiters were extremely polite, and they bring you complimentary tasting samples for free--bruschetta and truffles!\n\nHad the grand marnier souffle--heaven.\n\nPrices were high (around $45 for a typical entree that doesn't include any sides), but it was definitely expected for a place like this.","positive","restaurants"
"tweets Related: spending my Saturday watching the original Man From U.N.C.L.E. on Amazon Prime because HOW HAVE I NOT DONE THIS BEFORE??????","positive","tweets"
"restaurants Don't get the chicken salad - at $14 a sandwich it's just not worth it. The bread isn't great, it's a bit stale, and the chicken salad is rather bland. It might be a better deal than room service, but again the taste just wasn't there. Great portions, but not great taste. I didn't try the dessert, but the portions looked huge.","neutral","restaurants"
"tweets The Marching Band is playing the 3rd Quarter dance song right now and I can hear it from my class. I gotta do it\u002c can\u2019t stop...","positive","tweets"
"restaurants AMAZING. \n\nOh Raku, how I love thee!\n\nSo glad you are located in Las Vegas, because otherwise, I may be visiting you all the time.  Fresh, homemade tofu, Foie Gras on a stick, Uni, fresh sashimi, sake sampler, special import beer... Just a few of my favorite things. \n\nAnd, for all that and more, a $45 pp bill.  Really reasonable!  \n\nCan't wait to return to try their special chef's omakase.  It requires letting the chef know ahead of time and I think is about $150 a person.  I am sure it'll be decadent and completely AMAZING.","positive","restaurants"
"restaurants Stumbled upon this Memorial Park while in Downtown Phoenix and found it to be a perfect way to spend the rest of our trip to Arizona.\n\nFairly large park of Korea, WWII, Vietnam, Fallen Officers and September 11th tributes in forms of sculptures and monuments. All of which are greatly information, but do a good job of providing history on those who fought in the war with great honor and providing remembrance of those who have fallen for freedom.\n\nGreat to stroll through, run around on the grass or sit in the shade kind of park. Parking is also free.","positive","restaurants"
"tweets Dr Strangelove and Curtis Le May : The cities the US wanted to 'systematically destroy' during the Cold War","negative","tweets"
"tweets @user 2nd visit to David Bowie Is last night and I already feel like I should be going again! Absolutely amazing exhibition! Thank you! &lt;3","positive","tweets"
"movies it 's definitely an improvement on the first blade , since it does n't take itself so deadly seriously .","positive","movies"
"tweets Sat in bed watching twilight cause I'm just that tucking cool right now!!","positive","tweets"
"movies it 's packed with adventure and a worthwhile environmental message , so it 's great for the kids .","positive","movies"
"movies a perfectly pleasant if slightly pokey comedy .","positive","movies"
"restaurants Pizza Cat is not a fan of this chain. She has been coerced into many Bucas for birthday parties, family, luncheons, and such... and she has come to the conclusion it is overpriced, mediocre food. (although she would love to visit the original buca in Minnesota one day)\n\nWhy the four star? Well... one day Pizza Cat was driving around with the Tom Cat, looking for bacon doughnuts (mmmm, bacon doughnuts) and Tom Cat said he had never tried Bucas before? NEVER TRIED BUCAS BEFORE!!! (how unamerican). So Pizza Cat, being a good American citizen, decided to treat Tom Cat to an overly priced lunch at the closest Bucas. \n\nTom Cat loved the food (but that's why he is the tom cat, not the pizza cat). Pizza Cat had to admit the baked ziti was delicious, cooked to perfection, perfectly al dente, with the right amount of over-cheese. Well worth the $20 for a small. The waiter was absolutely lovely, he bumped the restaurant to a four star, all by himself. \n\nPizza Cat did not like the overly priced Pepperoni pizza for $9. It was tasty, but not much else. She did not like the $4 ice tea either. She went back for thanksgiving to order the $20 lasagna and the $12 tiramisu and decided it would've been easier to flush the money down the toilet. \n\nSo there's Pizza Cat's review of Bucas, not that it will stop her from coming here again, she's sure someone's whatever is coming up soon, and they LOOOOVE Bucas. Pew. Pew.","positive","restaurants"
"restaurants Always starts out by saying 'how long have you had the car? Needs some fixin' \nWhat a bunch of fucking liars. Avoid this place at all costs. I wish we could send an investigator to this place","negative","restaurants"
"tweets I had a dream Aaron Samuels wasn't happy it was October 3rd.....","neutral","tweets"
"tweets ""This Friday, the Bootleg Bee Gees roadshow is off to the We Love 70s weekend at Butlins Skegness and then, on...","neutral","tweets"
"movies an invaluable historical document thanks to the filmmaker 's extraordinary access to massoud , whose charm , cultivation and devotion to his people are readily apparent .","positive","movies"
